re_id,region_id,price,rent_price,category,house_name,type
2450972747,11350,1000,45,월세,일반원룸,원룸
2450681581,11350,58000,0,전세,빌라,빌라
2449567033,11350,3000,30,월세,일반원룸,원룸
2450768382,11350,1000,45,월세,일반원룸,원룸
